what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.0",1606237727250
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1606237727250
java.vm.version,sysinfo,,,"16.0-b13",1606237727250
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1606237727367
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1606237728494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237728925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237760885
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1606237766584
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1606237766598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237767655
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1606237776902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237777353
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1606237777671
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1606237777844
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1606237779393
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1606237779398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237782230
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1606237787016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237787660
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1606237787751
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1606237788216
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606237788339
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606237788627
error,log,,,"Unhandled event loop exception",1606237788765
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1606237789003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237789901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237811017
error,log,,,"Unhandled event loop exception",1606237811048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237811082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237826173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237842103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237842562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237850683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237897776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606237901695
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1606237902817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237934516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237944149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237944246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237944918
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1606237949043
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1606237949137
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1606237949183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237949436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237956360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237956705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237964302
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1606237964365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237964831
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606237968043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606237978946
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606237986303
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606237994481
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606237994493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238014276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238015845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238018005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238023280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238025125
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606238025304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238028533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238035390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238037788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238046574
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1606238049475
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606238055389
closed,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1606238055412
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606238058935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238072039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238136930
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606238136965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238144400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238150920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606238151294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238165893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238173411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606238174336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606238184667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238225784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238229637
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1606238231486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1606238232097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606238235700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238248930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238250643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238323721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238343922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238344942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238346494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238347876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238366465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238373980
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238375746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238383992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238390511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238393501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238395172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238402203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238411571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238413452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238440656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238475265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238477272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238485068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238486704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238500692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238505570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238506940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238511926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1606238520716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606238523470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1606238560433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606238564565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606238585443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238587192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238626405
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606238626415
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606238628197
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavadocView",1606238628269
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606238628281
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavadocView",1606238631829
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606238631858
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1606238631882
closed,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavadocView",1606238631889
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1606238632874
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1606238632906
closed,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.SourceView",1606238632995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238649457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238655587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238670871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238674419
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606238676768
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1606238677301
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1606238677301
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1606238677316
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1606238677332
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1606238677379
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1606238677395
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1606238709407
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1606238709407
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1606238709407
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1606238709407
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1606238709407
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1606238709407
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1606238709407
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1606238709407
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1606238709407
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1606238709407
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1606238709407
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1606238709407
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1606238709407
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1606238709407
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1606238709407
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1606238709407
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1606238709407
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1606238709407
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1606238709407
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1606238709407
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1606238709407
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1606238709407
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1606238709407
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1606238709407
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1606238709423
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1606238709423
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1606238709423
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1606238709423
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1606238709423
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1606238709423
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1606238709423
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1606238709423
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1606238709423
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1606238709423
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1606238709423
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1606238709423
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1606238709423
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1606238709423
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1606238709438
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1606238709438
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1606238709438
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1606238709438
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1606238709438
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1606238709438
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1606238709438
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1606238709438
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1606238709438
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1606238709438
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1606238709438
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1606238709438
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1606238709438
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1606238709438
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1606238709438
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1606238709438
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1606238709438
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1606238709438
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1606238709438
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1606238709438
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1606238709438
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1606238709438
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1606238709438
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1606238709438
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1606238709438
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1606238709438
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1606238709438
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1606238709454
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1606238709454
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1606238709454
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1606238709454
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1606238709454
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1606238709454
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1606238709454
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1606238709454
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1606238709454
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1606238709454
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1606238709454
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1606238709454
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1606238709454
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1606238709454
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1606238709454
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1606238709454
os,sysinfo,,,"win32",1606238709454
arch,sysinfo,,,"x86",1606238709454
ws,sysinfo,,,"win32",1606238709454
locale,sysinfo,,,"en_US",1606238709454
processors,sysinfo,,,"8",1606238709454
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1606238709454
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1606238709454
java.specification.name,sysinfo,,,"Java Platform API Specification",1606238709454
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606238709454
java.specification.version,sysinfo,,,"1.6",1606238709454
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1606238709454
java.version,sysinfo,,,"1.6.0_18",1606238709454
java.vm.info,sysinfo,,,"mixed mode, sharing",1606238709454
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1606238709454
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1606238709454
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606238709454
java.vm.specification.version,sysinfo,,,"1.0",1606238709454
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1606238709454
java.vm.version,sysinfo,,,"16.0-b13",1606238709454
